,title,text,subject,date,tokenize_text
18021,"As Johnson Sirleaf exits, Liberians thankful for peace, excited about change","MONROVIA (Reuters) - After a dozen years of recovery under Ellen Johnson Sirleaf, who won the Nobel Peace Prize for helping bring peace after civil war turned her country into a wasteland, Liberians are hopeful about their first democratic power transfer for 73 years. Twenty candidates are standing to replace Johnson Sirleaf in a first round on Tuesday. With nobody likely to win a majority outright, the top two are expected to face each other in a run-off in around a month. While the election campaign has been rambunctious, it has been mainly peaceful so far, and most expectations are that it will come off without bloodshed. Johnson Sirleaf, 78, has many accomplishments to boast since she became Africa s first modern female head of state. The economy is four times the size it was when she took office in 2005. The gangs of drug addled youths who raped and mutilated their way across the nation during a civil war that ended in 2003 are a vivid but receding memory. Charles Taylor, the warlord who ruled in Liberia s darkest days, is now in a British jail, serving a life sentence for crimes against humanity, including terrorism, pillage, rape, murder and sexual slavery   the first former head of state convicted by an international tribunal since Nuremburg. Yet the country is still one of the world s poorest. It survived another existential crisis three years ago with an outbreak of the Ebola virus that overwhelmed its health services. Residents complain of corruption from officials and poor public services, and say that while they are thankful for the peace that Johnson Sirleaf brought, they are excited about the prospect of change.  For me, the only thing about this administration is peace. I gave her a plus in that,  said Timothy Sambulah, a taxi driver in the capital Monrovia. But, he said:  She has not been able to fight corruption. She failed to deal with people who took money to build their big houses.  FRONT-RUNNERS INCLUDE WEAH Among the front-runners seen as likely to win a place in the run-off are Vice President Joseph Nyuma Boakai, representing the ruling Unity Party, and football star George Weah, who lost to Johnson Sirleaf in 2005. Weah has served in the senate since 2014 for the opposition Congress for Democratic Change. Candidates have held enthusiastic rallies attended by thousands of supporters wearing T-shirts, drenched by downpours in a carnival atmosphere. Many have promised a break from the past. One poster carried around by opponents read:  Another six years of this...  with a photograph of a distressed woman seated in a damp home with walls made of corrugated iron.  There will be no business as usual. We are going to end the era of selective justice so people are given equal protection under the law,  Charles Walker Brumskine, a lawyer running as the candidate of the Liberty Party, third biggest in Congress, told Reuters. But one diplomat said it would be difficult to accelerate development just as millions of dollars in aid money pledged during the Ebola outbreak is drying up. Liberia, Africa s oldest republic, was founded by freed U.S. slaves in the 19th century. Its recovery since the war has been remarkable. GDP for the country of 4.6 million reached $2.1 billion last year up from just $550 million the year Sirleaf Johnson took office. A former finance minister in the 1970s who fled after a coup and worked for the World Bank and Citibank during her exile, she restored a measure of professionalism to a government that had been seized by a military junta in 1980 and collapsed under the predation of the warlords. Outside her home country, Johnson Sirleaf has served as an ambassador for peace in an unstable region, donning colorful headscarves on diplomatic missions such as one last year to persuade Gambia s ruler Yahya Jammeh to step down.  Still, many Liberians say she failed to stamp out graft and nepotism that have held the country back. Her son Robert Sirleaf was a senior advisor and ran state oil firm NOCAL, which collapsed after his tenure as crude prices slumped in 2015. Her other son, Charles, was among 45 government officials suspended in 2012 for failing to declare their assets to anti-corruption authorities. She declared her own assets this year. Last year a grand jury indicted government officials, including the speaker of parliament on charges including bribery.  High level corruption has been a slap in the face for Liberians, most of whom live in abject poverty,  said Liberian political analyst Robtel Neajai Pailey who also criticized what she described as  hero worship  of Johnson Sirleaf. (This version of the story corrects the gender of the pronoun in final paragraph to she from he, referring to expert) ",worldnews,"October 8, 2017 ",dozen recovery peace prize peace war country wasteland power transfer round nobody majority run month election campaign head state economy times size office drug way nation war vivid memory days jail life sentence humanity terrorism pillage rape murder slavery head state tribunal country world crisis outbreak virus health complain corruption peace prospect change thing administration plus taxi driver capital corruption people money front place run vice president ruling unity party football star senate opposition congress change carnival break poster photograph woman home iron business era justice people protection law lawyer candidate liberty party congress diplomat development millions aid money outbreak republic freed century recovery war country year year office finance minister coup world bank exile measure professionalism government junta predation home country ambassador peace region year gambia ruler graft nepotism country son advisor state oil firm tenure crude son government assets corruption assets year year jury government speaker parliament level corruption slap face poverty analyst hero worship version story gender pronoun paragraph
5470,Fed has limited view on Trump economic policies as Yellen heads to Congress,"WASHINGTON (Reuters) - Federal Reserve Chair Janet Yellen goes to Congress on Tuesday for the first time since Republicans took control of the White House and both houses of the legislature with less clarity on the direction of U.S. economic policy than at any time of her three-year tenure. The details of President Donald Trump’s economic policies remain largely unknown. He has announced a rollback of financial regulation with few details and there is no clarity on the size, scope and timing of the tax cuts he has promised.   Possible new taxes on imports and increased infrastructure spending could boost inflation and send the dollar soaring, uncertainties that make it unusually difficult for the Fed to chart a course for interest rate policy. “There is quite significant uncertainty about what’s actually going to happen, I don’t think anyone quite knows,” Fed Vice Chair Stanley Fischer said on Saturday. Even at the best of times, the Fed’s ability to see shifts in the economy is limited. In 2012 it said that interest rates would start to rise in 2014 but policymakers waited until December 2015 for their first rate hike. A forecast of four interest rate rises in 2016 turned out to be one. Yellen is due to give semi-annual testimony before the Senate Banking Committee on Tuesday at 10 a.m. EST. She will address the House Financial Services Committee on Wednesday.  The American economy is now, by many estimates, around what the Fed considers to be “full employment,” inflation has ticked up to 1.6 percent and the economy grew 1.6 percent last year.  Based on the Fed’s economic projections for this year, it could raise interest rates three times in 25 basis-point steps. Little was changed in the central bank’s Feb. 1 policy statement, a reflection of how little insight Fed officials have into Trump’s policies. “There are just a lot of ways this could go wrong, like spinning off toward a trade war,” said Jon Faust, a Johns Hopkins University economics professor and former special adviser to the Fed’s Board of Governors.  Some Trump advisers, including National Trade Council Director Peter Navarro, have criticized the trade policies of China and Germany, fueling concerns Washington might disrupt global commerce. At the same time, the new president’s Treasury Secretary, Steve Mnuchin, has stressed Washington will continue to participate in global economic forums. On Tuesday, Yellen will likely face renewed pressure from lawmakers to set rate policy with a publicly disclosed mathematical formula. The head of the financial services committee in the House of Representatives has said he will resubmit a proposal to make the Fed adopt a policy rule. Yellen has publicly opposed the proposal, saying it would damage the Fed’s ability to respond to crises, but it could win traction in the central bank as Trump has a raft of appointments to make. Trump can name members to the central bank’s Washington-based Board of Governors. There are currently two empty seats on the seven-member body, and Fed Governor Daniel Tarullo said on Friday he would resign around early April.  The president may also appoint a new chair as Yellen’s 4-year term as chair comes up in January 2018, while Fischer’s term as vice chairman ends in June of that year. ",politicsNews,"February 14, 2017 ",reserve chair time control house legislature clarity direction policy time year tenure president rollback regulation clarity size scope timing tax infrastructure spending inflation dollar fed course interest rate policy uncertainty anyone vice chair times fed ability economy interest rate forecast interest rate testimony senate banking committee house committee economy fed employment inflation percent economy percent year fed year interest times basis point bank policy statement reflection fed trump lot ways trade war faust economics professor adviser board trump trade council director peter trade china commerce time president treasury secretary pressure rate policy formula head committee house proposal fed policy rule proposal fed ability crises traction bank trump raft trump bank board member body governor president chair year term chair term vice chairman june year
6165,Puerto Rico governor cites 'sharp contrast' with island's overseers,"(Reuters) - Puerto Rico Governor Ricardo Rossello on Friday criticized a set of recommendations by the federal board in charge of managing the U.S. territory’s finances, signaling a potential power struggle between the government and the board on how to pull the island out of economic crisis. In a letter to the board on Friday, Rossello said that while he supports reducing government spending, he would not focus on layoffs as a primary means of saving money. He also took a more moderate stance on reducing repayments to holders of the island’s $70 billion in debt, saying his administration had a “fundamental willingness to pay based upon available resources.”  The board, in a letter to the governor on Wednesday, said the island may have only $800 million available annually for debt service, just 21 percent of what it owes. The board’s letter had called for Puerto Rico to save more than $4.5 billion a year through a mix of savings and new revenues, including by “right-sizing government” through a 30 percent reduction in payroll and other means.  The board also said it favored extending some key deadlines that could give Rossello’s administration more time to negotiate consensual restructuring deals with creditors. [L1N1F82HL] In addition to its debt from a myriad of public issuers, Puerto Rico is struggling with a 45 percent poverty rate and unemployment that is more than twice the mainland U.S. average.  The bipartisan, seven-member oversight board was created under the federal Puerto Rico rescue law known as PROMESA, passed by the U.S. Congress last year. It is charged with helping the island manage its finances and negotiate restructuring deals with creditors. Rossello’s adversarial tone could score him political points on an island where many locals view the oversight board as an extension of U.S. imperialism. However, his policies and the board’s vision may be more aligned than not. For instance, both stress the need for the island to reduce spending and create new revenue sources. That is a departure from Rossello’s predecessor, former Governor Alejandro Garcia Padilla, who called for dramatic repayment cuts in favor of maintaining government services.  Rossello and the board may clash on healthcare spending, with the board calling for $1 billion a year in savings. Puerto Rico’s Medicare and Medicaid insurance programs are in financial trouble, due in part to federal government reimbursement levels that are disproportionately smaller than what is given to U.S. states.  Rossello said he felt “highly confident” his administration would convince Congress to increase that funding. “There is no single political leader in the world that would want to be responsible for ... endangering the health and wellbeing of 3.5 million of its citizens,” the governor said. The board also called on Puerto Rico to annually save $300 million in higher education spending and $200 million in pension costs. Rossello said he would implement means-testing for tuition rates at the University of Puerto Rico, move pension benefits into private accounts, and implement rules to treat some pension benefits as taxable ordinary income. ",politicsNews,"January 20, 2017 ",governor set board charge territory power struggle government board island crisis letter board government spending money stance island debt administration willingness board letter governor island debt service percent board letter year mix government percent reduction payroll board administration time addition debt myriad percent poverty rate unemployment average member board rescue law congress year island manage tone island oversight board extension imperialism board vision instance need island spending revenue departure predecessor governor repayment favor government board spending board year insurance trouble part government reimbursement administration congress leader world health governor board education spending pension tuition university pension implement pension income
323,"Trump says tax conference will go well, 'pretty quickly'","WASHINGTON (Reuters) - U.S. President Donald Trump said on Tuesday he expected the conference committee hammering out tax legislation in Congress will work well and get the job done fast. “I think something’s going to be coming out of conference pretty quickly,” Trump told reporters at the White House before meeting with Senate Republicans. “We’re all on the same page. There’s a great spirit in the Republican party like I’ve never seen before, like a lot of people have said they have never seen before. They’re never seen anything like this, the unity.” ",politicsNews,"December 5, 2017 ",president trump conference committee tax legislation congress job something conference house senate page spirit party lot people anything unity
17065,"Young Japanese voters, happy with job market, lean toward ruling party","TOKYO (Reuters) - Young Japanese will back the ruling Liberal Democratic Party (LDP) in a lower house vote on Sunday at a higher rate than their elders, survey data shows, apparently reflecting approval of low unemployment, not an ideological drift to the right. Among voters aged 18 to 29, 41 percent intend to vote for Prime Minister Shinzo Abe s LDP in proportional representation districts, according to a survey by the Asahi Shimbun daily published on Thursday.  That compared with 27 percent of voters in their 60s.  For young people, the most important thing is employment. Japan is doing really well in that field, when compared with other countries,  said one analyst, Naohiro Yashiro, dean of Showa Women s University s global business department.      This is not young people turning more conservative, but wanting to keep the status quo,  said Yashiro, an economist who has worked on several government panels.  After five years of the prime minister s  Abenomics  recipe of hyper-easy monetary policy and fiscal spending, Japan s jobless rate stood at a 23-year low of 2.8 percent in August.  Among university students who graduated in March, 97.6 percent of those who had sought employment got jobs, a record high. Mikitaka Masuyama, professor at the National Graduate Institute for Policy Studies, also said young voters  preferences had little to do with ideology.  My impression is they don t care much about being left or right. They just don t have real alternatives, or other attractive parties,  Masuyama said. The poor showing of the opposition Democratic Party of Japan (DPJ), which ruled from 2009 to 2012, haunts the opposition and helps the LDP among younger voters, said Takeshi Kohno, professor at Keio University.  Young people are worried about Japan s future given the aging of the population,  Kohno said.   As the DPJ did so badly before, the LDP or an LDP-led coalition can be viewed as a good choice.  The Democratic Party, faced with rock-bottom ratings, has imploded and is running no candidates of its own this time, encouraging its members to run on the slate of Tokyo Governor Yuriko Koike s new conservative Party of Hope.  ",worldnews,"October 19, 2017 ",ruling party house vote rate survey data approval unemployment drift right percent intend minister representation survey percent people thing employment japan field analyst dean university business department people status quo economist government minister recipe policy spending japan rate year low percent august march percent employment record professor graduate institute policy ideology impression care showing opposition party japan opposition professor university people japan future aging population coalition choice party rock bottom time slate governor party hope
12412,Factbox: Points of contention in talks on German coalition,"BERLIN (Reuters) - German Chancellor Angela Merkel and her conservative Bavarian allies meet the leader of the centre-left Social Democrats (SPD) on Wednesday to start exploring the possibility of governing together. The two groups have ruled in a  grand coalition  for the last four years, but the SPD had vowed to go into opposition after voters rewarded it with its worst-ever post-war election result. The collapse of talks on a three-way coalition forced the SPD to re-consider in the interests of political stability. The conservative bloc and SPD are likely to clash over healthcare, immigration, Europe, work regulations and pensions. The SPD wants to introduce  citizen insurance,  to end the differences between Germany s private and public systems which, it argues, cater for the rich and poor respectively. The SPD wants everyone to be insured in the same way via citizen insurance. However, conservatives, including Merkel, have rejected this, saying switching to one healthcare system would decrease market competition and lead to worse healthcare. The SPD wants to stabilize pensions at 48 percent of the average wage by 2030, to be financed from reserves in the pension fund in the next few years. It aims to raise the contribution rate faster from 2024. The total cost of the SPD s proposal will amount to 19.2 billion euros ($22.55 billion) in 2030. The conservatives want to first form a commission to debate what is necessary to do.  The two parties agree in broad terms on a pro-Europe agenda for Germany, but the SPD wants deeper integration than the conservatives. SPD leader Martin Schulz has called for closer EU integration, with the aim of achieving a  United States of Europe  by 2025. This goes too far for Merkel s conservatives. [L8N1O90IU] Last October, Merkel s Christian Democrats (CDU) agreed with her conservative Bavarian allies, the Christian Social Union (CSU), to put a number on how many people Germany would accept per year on humanitarian grounds. The SPD rejects such a cap. The two parties also disagree on the suspension of family reunifications for asylum seekers who were granted humanitarian protection in Germany.  The SPD is against a conservative plan to extend a suspension for reunifications which will expire in March 2018.  The two blocs are also at odds on the repatriation of Syrian refugees accused of crimes. [L1N1NZ1LI] ",worldnews,"December 13, 2017 ",berlin chancellor allies leader possibility coalition opposition war election collapse way coalition stability bloc immigration work insurance cater everyone way citizen insurance system market competition lead percent wage pension fund contribution rate cost proposal commission agenda integration leader martin eu integration aim allies union number people year grounds cap suspension family asylum protection plan suspension march odds repatriation
10584,Supreme Court standoff looms over Republicans' Senate defense,"WASHINGTON (Reuters) - Republicans’ refusal to consider any Supreme Court nominee by President Barack Obama this year could jeopardize the party’s control of the Senate, as Democrats use the standoff to challenge vulnerable opponents in an election year. Congressional leaders met with Obama at the White House on Tuesday about replacing recently deceased Justice Antonin Scalia, and Senate Republican Leader Mitch McConnell’s stance opposing any nomination by Obama. Neither side gave ground. The showdown over the issue is already being used by Democrats to target Republican senators in states including Ohio, Wisconsin, Illinois, New Hampshire and Pennsylvania, even though elections are not until November. The Democrats have two goals. One is opening a new line of attack on Republicans in states that tend to vote Democratic in presidential election years. The other is chipping away at McConnell’s position, which may be hard to maintain over time. The Democrats’ strategy will not work, said Republicans, who maintain the Supreme Court showdown actually helps them in some races and that other issues are much more important. Voters worry more about economic and national security issues than the Supreme Court, Tom Ridge, former Republican governor of Pennsylvania, said in an interview. The court fight “may have an impact, but at best, I think it’s marginal.” The issue has a long way to play out. Obama has yet to name a nominee. Also, the Supreme Court has not yet deadlocked 4-4 since Scalia’s death on a high-profile issue, so there has been no stalemate to test the public’s reaction. But by haranguing vulnerable incumbents, such as Illinois Republican Mark Kirk, Democrats hope to convince swing voters that stone-walling on any Obama nominee is a dereliction of duty. Faced with this attack, Kirk last week broke ranks with McConnell and said hearings should be held on a nominee. His possible general election opponent, Democratic Representative Tammy Duckworth, told Reuters she has hammered away at Kirk on the Senate confirmation process. “He would not have said anything if I had not pushed so hard,” she said. In Ohio and Pennsylvania, three-quarters of those polled said the Senate should at least see whom Obama nominates before deciding whether or not to confirm the nominee, according to Public Policy Polling surveys conducted Feb. 19-21. Former Pennsylvania Democratic Governor Ed Rendell told Reuters the Supreme Court battle will be trouble for Republicans. “This will bring into dramatic focus, with crystal clarity, the importance of the presidential election concerning the Supreme Court,” Rendell said. Liberal activist group Moveon.org last week sponsored a 30-second cable television spot urging Senate Republicans to “Do your job” and consider an Obama appointee. At the same time, conservative group Judicial Crisis Network launched a 30-second video thanking Senator Patrick Toomey, who supports McConnell’s position, for “letting the people decide” on replacing Scalia. Republicans must defend 24 Senate seats in November. Democrats have only 10 to defend. Senator Rob Portman, a first-term Republican who faces a tough re-election in Ohio, has also sided with McConnell. Republican Senator Ron Johnson of Wisconsin, who was swept into office in 2010 by the Tea Party movement, is running 11 points behind Democrat Russ Feingold, the former senator he beat six years ago, a Marquette Law School Poll last week showed. To win, analysts said, Johnson must garner support from a different, presidential-year electorate that is likely to be younger, racially more diverse and with a potentially greater interest in moving forward with a Supreme Court nominee. So far the court debate has helped Johnson solidify support among Republicans, two-thirds of whom support McConnell’s stand. ",politicsNews,"March 1, 2016 ",refusal court nominee president year party control senate standoff election year house justice leader stance nomination side ground showdown issue line attack election position time strategy court security court ridge governor interview court fight impact issue way nominee court death profile issue stalemate reaction mark kirk nominee dereliction duty attack kirk week election opponent tammy kirk confirmation process anything quarters senate nominee policy governor court battle trouble focus clarity importance election court activist group week cable television spot senate job appointee time group crisis network video senator position people senate senator rob portman term republican election senator office tea party movement senator law school poll week support year electorate interest court nominee court debate support support stand
21033,"Merkel, Trump call for tougher U.N. sanctions against North Korea","BERLIN (Reuters) - German Chancellor Angela Merkel and U.S. President Donald Trump condemned North Korea s nuclear test during on Monday and urged the United Nations to quickly agree on tougher sanctions against Pyongyang, a German government spokesman said.  Both agreed that the test of a hydrogen bomb means a new and unacceptable escalation by the North Korean regime,  Steffen Seibert said in a statement after they spoke by telephone.  The German chancellor and the American president expressed the view that the international community must continue to exert pressure on the regime in North Korea and that the United Nations Security Council has to quickly adopt further and stricter sanctions,  Seibert added. For her part, Merkel told Trump that Germany would push for tougher sanctions against North Korea by the European Union, Seibert said, adding:  The aim is to dissuade North Korea from its violations of international law and to achieve a peaceful solution to the conflict.  ",worldnews,"September 4, 2017 ",berlin chancellor president trump test government spokesman test hydrogen bomb regime statement telephone chancellor president view community pressure regime security council part trump union aim law solution conflict
13574,"Factbox: Who are Britain First, whose leader's posts Trump re-tweeted?","LONDON (Reuters) - U.S. President Donald Trump has re-tweeted anti-Islam videos originally posted by Jayda Fransen, a leader of a far-right British party convicted earlier in November of abusing a Muslim woman.  Fransen is deputy leader of the anti-immigrant Britain First group. Here are some details about her organization:  Britain First was founded in 2011 by leader Paul Golding with a membership of three individuals. It describes itself as a  patriotic political party and street movement , although critics denounce it as a far-right, racist organization.  Britain First is committed to preserving our ancestral ethnic and cultural heritage, traditions, customs and values,  it says on its website.   It wants to deport all illegal immigrants, halt all further immigration, and introduce  a comprehensive ban on the religion of Islam  with headscarves being outlawed in public.  Anyone found to be promoting the ideology of Islam will be subject to deportation or imprisonment,  its policy platform states.   It holds protests across the country, usually attended by a couple of hundred supporters at most, many of whom hold white crosses because the group argues Christianity in Britain is being threatened by immigration and the growth of militant Islam.  Golding was a former senior figure in the far-right British National Party and was elected a local councillor in 2009. In his biography on the group s website it says he was  sent to prison in 2016 for confronting a Muslim hate preacher who was secretly recorded saying it s okay for Muslims to keep sex slaves .  Golding stood for election as London mayor in May 2016, winning 31,372 votes, 1.2 percent of all cast.  Fransen, who was elected deputy leader in 2014, was convicted of religiously aggravated harassment in November 2017, and both she and Golding are facing further similar charges.   The group gained prominence in June 2016 when Labour lawmaker Jo Cox was shot dead on the street by a Nazi-obsessed loner who witnesses said had been shouting  Britain first  during the attack. Fransen told Reuters the killer had nothing to do with her group.  ",worldnews,"November 29, 2017 ",president trump leader party woman leader immigrant group organization leader membership party street movement racist organization heritage customs immigration ban religion anyone ideology deportation policy platform country couple group immigration growth figure party biography group prison hate preacher sex stood election mayor percent cast leader harassment group prominence june labour lawmaker jo cox street attack killer nothing group
6753,SEC Chair White defies Republican requests to stall rulemaking,"WASHINGTON (Reuters) - U.S. Securities and Exchange Commission Chair Mary Jo White on Monday defied requests by Senate Republicans to delay adopting new rules on everything from derivatives to mutual funds until after President-elect Donald Trump takes office. In a letter to the Senate Banking Committee’s top two Republicans, Chairman Richard Shelby and Mike Crapo of Idaho, White stressed it was “incumbent” on the SEC to “exhibit a spirit of firm independence” in performing its regulatory duties “without fear or favor.”  White’s Dec. 12 letter, which was reviewed by Reuters, comes in response to a request last month by Shelby and Crapo for the SEC to cease adopting rules until after Trump had a chance to review the agency’s agenda.  Republicans in Congress have been pressing agencies across the federal government to wind down their rulemaking activities.    Trump has vowed to kill many regulations put on the books during the Obama administration, including the Dodd-Frank Wall Street reform law.  White, an independent, is slated to step down from her post at the end of Democratic President Barack Obama’s term in January.  The Senate failed to confirm Obama’s two nominees for vacant commissioner slots at the SEC before it recessed last week, which means that after White departs next month, the SEC will only be left with two commissioners - one Democrat and one Republican.  Even before she leaves, she could still fail to get the rules passed if she cannot get a quorum of commissioners to agree. Trump has yet to announce a nominee for SEC chair, but many of the people working on his financial regulatory transition team, such as former SEC Commissioner Paul Atkins, have been highly critical of many of the SEC’s rules and Dodd-Frank more broadly. In White’s letter on Monday, she provided Shelby and Crapo with a list of all the rules currently ready for a vote.  Among the rules on the list are derivatives reforms mandated by Dodd-Frank, such as capital and margin requirements for swap dealers, as well as a more controversial one that would limit how mutual funds and exchange-traded funds use derivatives to leverage returns. The letter did not say when the SEC might vote on the rules. The agency could do it during an open meeting or behind closed doors. An SEC spokeswoman declined to comment on the timing. “I am not insensitive to the issues raised by your letter and have carefully considered what impact, if any, the election should have on the current work of the Commission,” White wrote. She added that she had confirmed that the SEC “historically has proceeded with its work during comparable post-election periods.”     In support of her position, White included footnotes in her letter citing prior statements by Republican SEC Commissioner Mike Piwowar, who is poised to become acting chair in January, in which he voiced support for completing new derivatives rules. This is not the first time the SEC has faced criticism on efforts to complete rules before a change in leadership at the regulator. In 2005, a federal appeals court sided with the U.S. Chamber of Commerce in a dispute with the SEC over controversial rules requiring the majority of mutual fund board directors to be independent. The court sent the rule back to the SEC with a directive to consider its costs.  Then-SEC Chairman William Donaldson promptly scheduled a meeting and the SEC re-adopted it a day before his resignation, saying the rule would not be overly costly. The rule was subsequently overturned a second time, and the court chided the SEC for failing to follow proper rulemaking procedures. Even if White is successful in adopting final rules in the coming weeks, Congress may have a way to undo them when Trump takes office on Jan. 20. By law, Congress can vote to reverse regulations within 60 legislative days of them becoming final - which could be easier to accomplish under a Republican-controlled Congress and White House.  ",politicsNews,"December 12, 2016 ",exchange commission chair jo senate everything funds president elect trump office letter senate banking committee chairman sec spirit firm independence fear favor letter response request month sec trump chance agency agenda congress government trump administration dodd frank wall street reform law post end president term senate commissioner sec week month sec democrat quorum trump nominee chair people transition team sec commissioner dodd frank letter list vote list dodd frank capital margin swap one funds exchange funds letter sec agency meeting behind spokeswoman timing letter election work commission sec work post election support position letter sec commissioner chair support time sec criticism change leadership regulator court chamber commerce dispute sec majority fund board court rule sec directive chairman meeting sec day resignation rule rule time court sec congress way trump office law congress days congress house
17849,Swiss say to expel two Tunisians with link to Marseille attacker,"GENEVA (Reuters) - Switzerland is sending a Tunisian couple who include the brother of the presumed knife attacker at Marseille train station in France back to their home country for security reasons, Swiss federal police said on Tuesday. Earlier on Tuesday a source close to the investigation said police detained two Tunisians on Sunday wanted in connection with the attack on Oct. 1 in which the assailant was shot dead by a French soldier after killing two young women. ",worldnews,"October 10, 2017 ",geneva couple brother knife attacker train station home country security police source investigation police connection attack assailant soldier
876,"Federal Reserve governor Powell's policy views, in his own words","WASHINGTON (Reuters) - President Donald Trump on Thursday tapped Federal Reserve Governor Jerome Powell to become head of the U.S. central bank, promoting a soft-spoken centrist to replace Janet Yellen when her term expires in February 2018. In five years as a Fed Governor Jerome Powell has been a consistent, middle of the road voice, backing the consensus crafted by Fed chair Janet Yellen that interest rates should be raised slowly so labor markets could recover, that financial stability risks were muted, and that new regulations had made the economy safer. Following is a collection of quotes from select policy speeches he has delivered since 2015: On Rates:  “The financial crisis did significant damage to the productive capacity of our economy, and the damage was of a character, extent, and duration that cannot be fully known today…It seems plausible that at least part of this supply-side damage could be reversed if the economy enjoys a period of sustained growth.4 To encourage that outcome, as monetary policymakers consider removing accommodation, we should look for a little more proof than usual that labor markets are tightening or other supply-side constraints are binding.” - April 2015 speech to New York Council on Foreign Relations: (Graphic: U.S. labor market measures vs interest rates - reut.rs/2h7hsFx) On Financial Stability:  “The bottom line is that there has not been an excessive buildup of leverage, maturity transformation, or broadly unsustainable asset prices…Overall, I do not see leveraged finance markets as posing undue financial stability risks. And if risk-taking does not threaten financial stability, it is not the Fed’s job to stop people from losing (or making) money.”  - January 2017 speech to American Finance Association, Chicago  (Graphic: U.S. stocks and leverage - reut.rs/2iolCp6) On Regulation: “We have substantially increased the capital, liquidity, and other prudential requirements for large banking firms. These measures are not free. Higher capital requirements increase bank costs, and at least some of those costs will be passed along to bank customers and shareholders. But in the longer term, stronger prudential requirements for large banking firms will produce more sustainable credit availability and economic growth.” - June 2017 speech to Salzburg Global Seminar, Salzburg, Austria (Graphic: Commercial credit and bank profitability - reut.rs/2h8lfCm) On the Current Economy: “Risks to the forecast now seem more balanced than they have been for some time. In particular, the global picture has brightened as growth and inflation have broadly moved up for the first time in several years. Here at home, risks seem both moderate and balanced, including the downside risk of lower inflation and the upside risk of labor market overheating. The Committee has been patient in raising rates, and that patience has paid dividends…. If the economy performs about as expected, I would view it as appropriate to continue to gradually raise rates.” - June 2017 speech to the Economic Club of New York (Graphic: The inflation conundrum - reut.rs/2za4ltY) Other issues may confront Powell in his confirmation hearings and as chair, such as whether to keep the current system of paying banks interest on their reserves as the main method of setting short term interest rates, and whether to rely on monetary policy rules: On Reserve Interest:   “Simple to operate and has provided good control over the federal funds rate.” - June 2017 speech to the Economic Club of New York (Graphic: Bank reserves at the Fed - reut.rs/2z7Qdl8) On Policy Rules:  “I am unable to think of any critical, complex human activity that could be safely reduced to a simple summary equation. In particular, no major central bank uses policy rules in a prescriptive way, and it is hard to predict the consequences of requiring the FOMC to do so, as some have proposed. Policy should be systematic, but not automatic.” - February 2017 speech to the Forecasters Club of New York (Graphic: Monetary policy rules vs reality - reut.rs/2h7mMZE) ",politicsNews,"November 2, 2017 ",president trump reserve governor head bank centrist term governor middle road voice consensus chair interest labor stability economy following collection select policy crisis damage capacity economy damage character extent duration cannot today part supply side damage economy period growth outcome accommodation proof labor side speech york council labor market interest stability line buildup leverage maturity transformation asset finance stability risk taking stability fed job people money speech finance association stocks leverage regulation capital liquidity banking capital bank bank term banking credit availability growth june speech seminar credit bank profitability economy forecast time picture growth inflation time home downside risk inflation risk labor market committee patience economy speech club york inflation conundrum confirmation chair system interest method term interest policy reserve interest simple control funds rate june speech club york bank fed policy human activity equation bank policy way policy speech club york policy reality
